id,category,severity,version,message,xpath,codelist 
9.60.1,performance,error,2.03,"The indicator measure is invalid.",//iati-activity/result/indicator/@measure,IndicatorMeasure 
9.61.1,performance,error,2.03,"The document format is invalid.",//iati-activity/result/indicator/baseline/document-link/@format,FileFormat 
9.62.1,performance,error,2.03,"The document category code is invalid.",//iati-activity/result/indicator/baseline/document-link/category/@code,DocumentCategory 
9.63.1,performance,error,2.03,"The language code is invalid.",//iati-activity/result/indicator/baseline/document-link/language/@code,Language 
9.64.1,performance,error,2.03,"The indicator description type is invalid.",//iati-activity/result/indicator/description/@type,DescriptionType 
9.65.1,performance,error,2.03,"The document format is invalid.",//iati-activity/result/indicator/document-link/@format,FileFormat 
9.66.1,performance,error,2.03,"The document category code is invalid.",//iati-activity/result/indicator/document-link/category/@code,DocumentCategory 
9.67.1,performance,error,2.03,"The language code is invalid.",//iati-activity/result/indicator/document-link/language/@code,Language 
9.68.1,performance,error,2.03,"The document format is invalid.",//iati-activity/result/indicator/period/actual/document-link/@format,FileFormat 
9.69.1,performance,error,2.03,"The document category code is invalid.",//iati-activity/result/indicator/period/actual/document-link/category/@code,DocumentCategory 
9.70.1,performance,error,2.03,"The language code is invalid.",//iati-activity/result/indicator/period/actual/document-link/language/@code,Language 
9.71.1,performance,error,2.03,"The document format is invalid.",//iati-activity/result/indicator/period/target/document-link/@format,FileFormat 
9.72.1,performance,error,2.03,"The document category code is invalid.",//iati-activity/result/indicator/period/target/document-link/category/@code,DocumentCategory 
9.73.1,performance,error,2.03,"The language code is invalid.",//iati-activity/result/indicator/period/target/document-link/language/@code,Language 
9.74.1,performance,error,2.03,"The indicator reference code vocabulary is invalid.",//iati-activity/result/indicator/reference/@vocabulary,IndicatorVocabulary 
9.75.1,performance,error,2.03,"The result reference code vocabulary is invalid.",//iati-activity/result/reference/@vocabulary,ResultVocabulary 
9.76.1,classifications,error,2.03,"The OECD DAC sector is invalid.",//iati-activity/sector[@vocabulary = '1' or not(@vocabulary)]/@code,Sector 
9.77.1,classifications,error,2.03,"The OECD DAC category is invalid.",//iati-activity/sector[@vocabulary = '2']/@code,SectorCategory 
9.129.1,classifications,error,2.03,"The UNSDG goal code is invalid.",//iati-activity/sector[@vocabulary = '7']/@code,UNSDG-Goals 
9.130.1,classifications,error,2.03,"The UNSDG target code is invalid.",//iati-activity/sector[@vocabulary = '8']/@code,UNSDG-Targets 
9.78.1,classifications,error,2.03,"The sector vocabulary is invalid.",//iati-activity/sector/@vocabulary,SectorVocabulary 
9.125.1,iati,error,2.03,"The UNSDG goal code is invalid.",//iati-activity/tag[@vocabulary = '2']/@code,UNSDG-Goals 
9.126.1,iati,error,2.03,"The UNSDG target code is invalid.",//iati-activity/tag[@vocabulary = '3']/@code,UNSDG-Targets 
9.79.1,classifications,error,2.03,"The tag vocabulary is invalid.",//iati-activity/tag/@vocabulary,TagVocabulary 
9.80.1,financial,error,2.03,"The aid type is invalid.",//iati-activity/transaction/aid-type[@vocabulary = '1' or not(@vocabulary)]/@code,AidType 
9.129.1,financial,error,2.03,"The aid type is invalid.",//iati-activity/transaction/aid-type[@vocabulary = '2']/@code,EarmarkingCategory 
9.130.1,financial,error,2.03,"The aid type is invalid.",//iati-activity/transaction/aid-type[@vocabulary = '4']/@code,CashandVoucherModalities 
9.81.1,financial,error,2.03,"The aid type vocabulary is invalid.",//iati-activity/transaction/aid-type/@vocabulary,AidTypeVocabulary 
9.82.1,financial,error,2.03,"The disbursement channel code is invalid.",//iati-activity/transaction/disbursement-channel/@code,DisbursementChannel 
9.83.1,financial,error,2.03,"The finance type is invalid.",//iati-activity/transaction/finance-type/@code,FinanceType 
9.84.1,financial,error,2.03,"The flow type is invalid.",//iati-activity/transaction/flow-type/@code,FlowType 
9.85.1,financial,error,2.03,"The recipient country code is invalid.",//iati-activity/transaction/recipient-country/@code,Country 
9.86.1,financial,error,2.03,"The recipient region code is invalid.",//iati-activity/transaction/recipient-region[@vocabulary = '1' or not(@vocabulary)]/@code,Region 
9.87.1,financial,error,2.03,"The recipient region vocabulary is invalid.",//iati-activity/transaction/recipient-region/@vocabulary,RegionVocabulary 
9.88.1,financial,error,2.03,"The organisation type is invalid.",//iati-activity/transaction/provider-org/@type,OrganisationType 
9.89.1,financial,error,2.03,"The organisation type is invalid.",//iati-activity/transaction/receiver-org/@type,OrganisationType 
9.90.1,financial,error,2.03,"The OECD DAC sector is invalid.",//iati-activity/transaction/sector[@vocabulary = '1' or not(@vocabulary)]/@code,Sector 
9.124.1,financial,error,2.03,"The DAC3 sector code is invalid.",//iati-activity/transaction/sector[@vocabulary = '2']/@code,SectorCategory 
9.131.1,financial,error,2.03,"The UNSDG goal code is invalid.",//iati-activity/transaction/sector[@vocabulary = '7']/@code,UNSDG-Goals 
9.132.1,financial,error,2.03,"The UNSDG target code is invalid.",//iati-activity/transaction/sector[@vocabulary = '8']/@code,UNSDG-Targets 
9.91.1,financial,error,2.03,"The sector vocabulary is invalid.",//iati-activity/transaction/sector/@vocabulary,SectorVocabulary 
9.92.1,financial,error,2.03,"The tied status code is invalid.",//iati-activity/transaction/tied-status/@code,TiedStatus 
9.93.1,financial,error,2.03,"The transaction type is invalid.",//iati-activity/transaction/transaction-type/@code,TransactionType 
9.94.1,financial,error,2.03,"The currency code is invalid.",//iati-activity/transaction/value/@currency,Currency 
9.95.1,iati,error,2.03,"The language code is invalid.",//@xml:lang,Language 
9.96.1,organisation,error,2.03,"The currency code is invalid.",//iati-organisation/@default-currency,Currency 
9.97.1,iati,error,2.03,"The IATI version of the dataset is not a valid version number.",//iati-organisations/@version,Version 
9.98.1,documents,error,2.03,"The document format is invalid.",//iati-organisation/document-link/@format,FileFormat 
9.99.1,documents,error,2.03,"The document category code is invalid.",//iati-organisation/document-link/category/@code,DocumentCategory 
9.100.1,documents,error,2.03,"The language code is invalid.",//iati-organisation/document-link/language/@code,Language 
9.101.1,documents,error,2.03,"The recipient country code is invalid.",//iati-organisation/document-link/recipient-country/@code,Country 
9.102.1,financial,error,2.03,"The budget status is invalid.",//iati-organisation/recipient-country-budget/@status,BudgetStatus 
9.103.1,financial,error,2.03,"The recipient country code is invalid.",//iati-organisation/recipient-country-budget/recipient-country/@code,Country 
9.122.1,financial,error,2.03,"The currency code is invalid.",//iati-organisation/recipient-country-budget/budget-line/value/@currency,Currency 
9.104.1,financial,error,2.03,"The currency code is invalid.",//iati-organisation/recipient-country-budget/value/@currency,Currency 
9.105.1,financial,error,2.03,"The budget status is invalid.",//iati-organisation/recipient-org-budget/@status,BudgetStatus 
9.106.1,financial,error,2.03,"The currency code is invalid.",//iati-organisation/recipient-org-budget/value/@currency,Currency 
9.123.1,financial,error,2.03,"The currency code is invalid.",//iati-organisation/recipient-org-budget/budget-line/value/@currency,Currency 
9.107.1,financial,error,2.03,"The budget status is invalid.",//iati-organisation/recipient-region-budget/@status,BudgetStatus 
9.108.1,financial,error,2.03,"The recipient region budget code is invalid.",//iati-organisation/recipient-region-budget/recipient-region[@vocabulary = '1' or not(@vocabulary)]/@code,Region 
9.109.1,geo,error,2.03,"The recipient region vocabulary is invalid.",//iati-organisation/recipient-region-budget/recipient-region/@vocabulary,RegionVocabulary 
9.110.1,geo,error,2.03,"The currency code is invalid.",//iati-organisation/recipient-region-budget/budget-line/value/@currency,Currency 
9.111.1,geo,error,2.03,"The currency code is invalid.",//iati-organisation/recipient-region-budget/value/@currency,Currency 
9.112.1,information,error,2.03,"The organisation type is invalid.",//iati-organisation/reporting-org/@type,OrganisationType 
9.113.1,financial,error,2.03,"The budget status is invalid.",//iati-organisation/total-budget/@status,BudgetStatus 
9.114.1,financial,error,2.03,"The currency code is invalid.",//iati-organisation/total-budget/value/@currency,Currency 
